year,source,target,id,type,citationcount,count
2004,Raghu Ramakrishnan,Raymond T. Ng,555048c745ce0a409eb71565,Co-co-author,6.0,1
2004,Raghu Ramakrishnan,Rosa Meo,555048c745ce0a409eb71565,Co-co-author,6.0,1
2004,Raghu Ramakrishnan,Saso Dzeroski,555048c745ce0a409eb71565,Co-co-author,6.0,1
2004,Raghu Ramakrishnan,Shinichi Morishita,555048c745ce0a409eb71565,Co-co-author,6.0,1
2004,Raghu Ramakrishnan,Stefan Kramer 0001,555048c745ce0a409eb71565,Co-co-author,6.0,1
2004,Raghu Ramakrishnan,Toni Bollinger,555048c745ce0a409eb71565,Co-co-author,6.0,1
2004,Raghu Ramakrishnan,Ulf Leser,555048c745ce0a409eb71565,Co-co-author,6.0,1
2004,Raghu Ramakrishnan,Vicenç Torra,555048c745ce0a409eb71565,Co-co-author,6.0,1
2004,Robert A. Amar,John T. Stasko,558a6362e4b031bae1f756c8,Co-co-author,323.0,1
2004,Roland Heilmann,Christian Panse,53e99b10b7602d970239f148,Co-co-author,122.0,1
2004,Roland Heilmann,Christian Panse,53e9b38fb7602d9703e70869,Co-co-author,1.0,1
2004,Roland Heilmann,Daniel A. Keim,53e99b10b7602d970239f148,Co-co-author,122.0,1
2004,Roland Heilmann,Daniel A. Keim,53e9b38fb7602d9703e70869,Co-co-author,1.0,1
2004,Roland Heilmann,Jörn Schneidewind,53e9b38fb7602d9703e70869,Co-co-author,1.0,1
2004,Roland Heilmann,Mike Sips,53e99b10b7602d970239f148,Co-co-author,122.0,1
2004,Roland Heilmann,Mike Sips,53e9b38fb7602d9703e70869,Co-co-author,1.0,1
2004,Scott Lederer,Jeffrey Heer,53e9aff4b7602d9703a4ba91,Co-co-author,5.0,1
2004,Stefan Röttger,Andreas Schieber,53e999fab7602d97022434fa,Co-co-author,9.0,1
2004,Stefan Röttger,Stefan Guthe,53e999fab7602d97022434fa,Co-co-author,9.0,1
2004,Stefan Röttger,Thomas Ertl,53e999fab7602d97022434fa,Co-co-author,9.0,1
2004,Thomas Ertl,Daniel A. Keim,53e99acab7602d970234dd86,Co-co-author,1.0,1
2004,Thomas Klein,Simon Stegmaier,53e9991cb7602d9702159b5b,Co-co-author,84.0,1
2004,Thomas Klein,Thomas Ertl,53e9991cb7602d9702159b5b,Co-co-author,84.0,1
2004,Thomas Klein,Thomas Ertl,53e9ac7bb7602d97036522d4,Co-co-author,51.0,1
2004,"Weiler, Manfred",Martin Kraus,53e99ae1b7602d97023662a0,Co-co-author,64.0,1
2004,"Weiler, Manfred",Paula N. Mallón,53e99ae1b7602d97023662a0,Co-co-author,64.0,1
2004,"Weiler, Manfred",Thomas Ertl,53e99ae1b7602d97023662a0,Co-co-author,64.0,1
2004,Yun Jang,David S. Ebert,53e9b655b7602d97041b0d22,Co-co-author,56.0,1
2004,Yun Jang,Jingshu Huang,53e9b655b7602d97041b0d22,Co-co-author,56.0,1
2004,Yun Jang,Kelly P. Gaither,53e9b655b7602d97041b0d22,Co-co-author,56.0,1
2004,Yun Jang,Manfred Weiler,53e9b655b7602d97041b0d22,Co-co-author,56.0,1
2004,Yun Jang,Matthias Hopf,53e9b655b7602d97041b0d22,Co-co-author,56.0,1
2004,Yun Jang,Thomas Ertl,53e9b655b7602d97041b0d22,Co-co-author,56.0,1
2005,Benjamin Bustos,Daniel A. Keim,53e99fa9b7602d970287f6c9,Co-co-author,522.0,1
2005,Benjamin Bustos,Dejan V. Vranić,53e99fa9b7602d970287f6c9,Co-co-author,522.0,1
2005,Benjamin Bustos,Dietmar Saupe,53e99fa9b7602d970287f6c9,Co-co-author,522.0,1
2005,Benjamin Bustos,Tobias Schreck,53e99fa9b7602d970287f6c9,Co-co-author,522.0,1
2005,Bongshin Lee,Benjamin B. Bederson,53e9a108b7602d97029f8950,Co-co-author,118.0,1
2005,Bongshin Lee,Benjamin B. Bederson,53e9abf1b7602d97035ae5f5,Co-co-author,7.0,1
2005,Bongshin Lee,Catherine Plaisant,53e9abf1b7602d97035ae5f5,Co-co-author,7.0,1
2005,Bongshin Lee,Cynthia Sims Parr,53e9abf1b7602d97035ae5f5,Co-co-author,7.0,1
2005,Bongshin Lee,George Robertson,53e9a108b7602d97029f8950,Co-co-author,118.0,1
2005,Bongshin Lee,Mary Czerwinski,53e9a108b7602d97029f8950,Co-co-author,118.0,1
2005,Daniel A. Keim,Christian Panse,53e9a94cb7602d97032a2a78,Co-co-author,18.0,1
2005,Daniel A. Keim,Christian Panse,558a72eae4b037c0875735cc,Co-co-author,83.0,1
2005,Daniel A. Keim,Florian Mansmann,53e9a94cb7602d97032a2a78,Co-co-author,18.0,1
2005,Daniel A. Keim,Florian Mansmann,53e9adc2b7602d97037c3f41,Co-co-author,1.0,1
2005,Daniel A. Keim,Jörn Schneidewind,53e9a94cb7602d97032a2a78,Co-co-author,18.0,1
2005,Daniel A. Keim,Jörn Schneidewind,53e9b4ceb7602d9703ff0226,Co-co-author,30.0,1
2005,Daniel A. Keim,Mike Sips,53e9a94cb7602d97032a2a78,Co-co-author,18.0,1
2005,Daniel A. Keim,Stephen C. North,558a72eae4b037c0875735cc,Co-co-author,83.0,1
2005,Daniel A. Keim,Tobias Schreck,53e9adc2b7602d97037c3f41,Co-co-author,1.0,1
2005,Daniel Weiskopf,Andreas King,53e9ae28b7602d97038398dc,Co-co-author,14.0,1
2005,Daniel Weiskopf,Corvin Zahn,53e9ae28b7602d97038398dc,Co-co-author,14.0,1
2005,Daniel Weiskopf,Frank Grave,53e9ae28b7602d97038398dc,Co-co-author,14.0,1
2005,Daniel Weiskopf,Frederik Schramm,53e9abb9b7602d9703567f71,Co-co-author,36.0,1
2005,Daniel Weiskopf,Gordon Erlebacher,53e9abb9b7602d9703567f71,Co-co-author,36.0,1
2005,Daniel Weiskopf,Hanns Ruder,53e9ae28b7602d97038398dc,Co-co-author,14.0,1
2005,Daniel Weiskopf,Hans-peter Nollert,53e9ae28b7602d97038398dc,Co-co-author,14.0,1
2005,Daniel Weiskopf,Isabel Rica Mendez,53e9ae28b7602d97038398dc,Co-co-author,14.0,1
2005,Daniel Weiskopf,Marc Borchers,53e9ae28b7602d97038398dc,Co-co-author,14.0,1
2005,Daniel Weiskopf,Martin Falk,53e9ae28b7602d97038398dc,Co-co-author,14.0,1
2005,Daniel Weiskopf,Michael Zatloukal,53e9ae28b7602d97038398dc,Co-co-author,14.0,1
2005,Daniel Weiskopf,Oliver Fechtig,53e9ae28b7602d97038398dc,Co-co-author,14.0,1
2005,Daniel Weiskopf,Ralf P. Botchen,53e9abf7b7602d97035b6547,Co-co-author,10.0,1
2005,Daniel Weiskopf,Regine Frank,53e9ae28b7602d97038398dc,Co-co-author,14.0,1
2005,Daniel Weiskopf,Sonja Schär,53e9ae28b7602d97038398dc,Co-co-author,14.0,1
2005,Daniel Weiskopf,Thomas Ertl,53e9a8aab7602d97031f8492,Co-co-author,43.0,1
2005,Daniel Weiskopf,Thomas Ertl,53e9abb9b7602d9703567f71,Co-co-author,36.0,1
2005,Daniel Weiskopf,Thomas Ertl,53e9abf7b7602d97035b6547,Co-co-author,10.0,1
2005,Daniel Weiskopf,Thomas Ertl,53e9ae28b7602d97038398dc,Co-co-author,14.0,1
2005,Daniel Weiskopf,Thomas Müller,53e9ae28b7602d97038398dc,Co-co-author,14.0,1
2005,Daniel Weiskopf,Tobias Schafhitzel,53e9a8aab7602d97031f8492,Co-co-author,43.0,1
2005,Daniel Weiskopf,Tobias Schafhitzel,53e9ae28b7602d97038398dc,Co-co-author,14.0,1
2005,Daniel Weiskopf,Ute Kraus,53e9ae28b7602d97038398dc,Co-co-author,14.0,1
2005,Eduardo Tejada,Thomas Ertl,53e9b6eeb7602d9704282176,Co-co-author,63.0,1
2005,Florian Mansmann,Daniel A. Keim,53e9a957b7602d97032ad355,Co-co-author,2.0,1
2005,Florian Mansmann,Tobias Schreck,53e9a957b7602d97032ad355,Co-co-author,2.0,1
2005,Jeffrey Heer,Danah Boyd,53e9b43db7602d9703f357d0,Co-co-author,1032.0,1
2005,Jeffrey Heer,James A. Landay,53e99d7ab7602d97026363b6,Co-co-author,1078.0,1
2005,Jeffrey Heer,Stuart K. Card,53e99d7ab7602d97026363b6,Co-co-author,1078.0,1
2005,Jeffrey Heer,Danah Boyd,635bcab790e50fcafd33ce2a,Co-co-author,1030.0,1
2005,Katrin Bidmon,Thomas Ertl,53e9999eb7602d97021e0eb4,Co-co-author,7.0,1
2005,Manfred Weiler,David S Ebert,53e99905b7602d9702140fea,Co-co-author,39.0,1
2005,Manfred Weiler,Jingshu Huang,53e99905b7602d9702140fea,Co-co-author,39.0,1
2005,Manfred Weiler,Kelly P Gaither,53e99905b7602d9702140fea,Co-co-author,39.0,1
2005,Manfred Weiler,Ralf Botchen,53e99905b7602d9702140fea,Co-co-author,39.0,1
2005,Manfred Weiler,Simon Stegmaier,53e99905b7602d9702140fea,Co-co-author,39.0,1
2005,Manfred Weiler,Thomas Ertl,53e99905b7602d9702140fea,Co-co-author,39.0,1
2005,Manfred Weiler,Yun Jang,53e99905b7602d9702140fea,Co-co-author,39.0,1
2005,Martin Rotard,Daniel Weiskopf,53e9b839b7602d97043f3653,Co-co-author,5.0,1
2005,Martin Rotard,Sven Knödler,53e9b8e0b7602d97044c1df0,Co-co-author,80.0,1
2005,Martin Rotard,Thomas Ertl,53e9b839b7602d97043f3653,Co-co-author,5.0,1
2005,Martin Rotard,Thomas Ertl,53e9b8e0b7602d97044c1df0,Co-co-author,80.0,1
2005,Michel A. Westenberg,Thomas Ertl,53e9af39b7602d97039738ff,Co-co-author,12.0,1
2005,Ming C. Hao,Daniel A. Keim,53e9a2fab7602d9702c02e0a,Co-co-author,80.0,1
2005,Ming C. Hao,Daniel A. Keim,53e9ac54b7602d970362294a,Co-co-author,2.0,1
2005,Ming C. Hao,Daniel A. Keim,635bcab790e50fcafd33ce40,Co-co-author,80.0,1
2005,Ming C. Hao,Joern Schneidewind,53e9ac54b7602d970362294a,Co-co-author,2.0,1
2005,Ming C. Hao,Tobias Schreck,53e9a2fab7602d9702c02e0a,Co-co-author,80.0,1
2005,Ming C. Hao,Tobias Schreck,635bcab790e50fcafd33ce40,Co-co-author,80.0,1
2005,Ming C. Hao,Umeshwar Dayal,53e9a2fab7602d9702c02e0a,Co-co-author,80.0,1
2005,Ming C. Hao,Umeshwar Dayal,53e9ac54b7602d970362294a,Co-co-author,2.0,1
2005,Ming C. Hao,Umeshwar Dayal,635bcab790e50fcafd33ce40,Co-co-author,80.0,1
2005,Robert A. Amar,James Eagan,53e9bab5b7602d97046e5b94,Co-co-author,844.0,1
2005,Robert A. Amar,James Eagan,635bcab790e50fcafd33ce34,Co-co-author,844.0,1
2005,Robert A. Amar,John T. Stasko,53e9bab5b7602d97046e5b94,Co-co-author,844.0,1
2005,Robert A. Amar,John T. Stasko,558a710be4b0b32fcb36d4ee,Co-co-author,199.0,1
2005,Robert A. Amar,John T. Stasko,635bcab790e50fcafd33ce34,Co-co-author,844.0,1
2005,Simon Stegmaier,Magnus Strengert,53e99addb7602d97023638ff,Co-co-author,366.0,1
2005,Simon Stegmaier,Thomas Ertl,53e99a57b7602d97022bfc8d,Co-co-author,78.0,1
2005,Simon Stegmaier,Thomas Ertl,53e99addb7602d97023638ff,Co-co-author,366.0,1
2005,Simon Stegmaier,Thomas Ertl,53e9ab97b7602d97035417ed,Co-co-author,18.0,1
2005,Simon Stegmaier,Thomas Klein,53e99addb7602d97023638ff,Co-co-author,366.0,1
2005,Simon Stegmaier,Ulrich Rist,53e99a57b7602d97022bfc8d,Co-co-author,78.0,1
2005,Thomas Klein,Magnus Strengert,53e9b7d3b7602d970437f6b0,Co-co-author,66.0,1
2005,Thomas Klein,Simon Stegmaier,53e9b7d3b7602d970437f6b0,Co-co-author,66.0,1
2005,Thomas Klein,Thomas Ertl,53e9b7d3b7602d970437f6b0,Co-co-author,66.0,1
2006,Andreas Hub,Thomas Ertl,53e9a2f3b7602d9702bfc219,Co-co-author,56.0,1
2006,Andreas Hub,Tim Hartter,53e9a2f3b7602d9702bfc219,Co-co-author,56.0,1
2006,Beatriz Sousa Santos,Kenneth I. Joy,53e99f20b7602d97027edb14,Co-co-author,42.0,1
2006,Beatriz Sousa Santos,Thomas Ertl,53e99f20b7602d97027edb14,Co-co-author,42.0,1
2006,Bongshin Lee,Benjamin B Bederson,53e9b58db7602d97040d0ef2,Co-co-author,150.0,1
2006,Bongshin Lee,Catherine Plaisant,53e9b58db7602d97040d0ef2,Co-co-author,150.0,1
2006,Bongshin Lee,Catherine Plaisant,53e9b5edb7602d970413e6e5,Co-co-author,500.0,1
2006,Bongshin Lee,Christopher Kotfila,53e9b58db7602d97040d0ef2,Co-co-author,150.0,1
2006,Bongshin Lee,Cynthia S Parr,53e9b58db7602d97040d0ef2,Co-co-author,150.0,1
2006,Bongshin Lee,Cynthia Sims Parr,53e9b5edb7602d970413e6e5,Co-co-author,500.0,1
2006,Bongshin Lee,Jean-Daniel Fekete,53e9b5edb7602d970413e6e5,Co-co-author,500.0,1
2006,Bongshin Lee,Nathalie Henry,53e9b5edb7602d970413e6e5,Co-co-author,500.0,1
2006,Bongshin Lee,Vladislav D Veksler,53e9b58db7602d97040d0ef2,Co-co-author,150.0,1
2006,Bongshin Lee,Wayne D Gray,53e9b58db7602d97040d0ef2,Co-co-author,150.0,1
2006,Carmen Sanz Merino,Christian Panse,53e9bc61b7602d97048da489,Co-co-author,21.0,1
2006,Carmen Sanz Merino,Daniel A. Keim,53e9bc61b7602d97048da489,Co-co-author,21.0,1
2006,Carmen Sanz Merino,Mike Sips,53e9bc61b7602d97048da489,Co-co-author,21.0,1
2006,Carmen Sanz Merino,Robert Spence,53e9bc61b7602d97048da489,Co-co-author,21.0,1
2006,Danah Boyd,Jeffrey Heer,53e9b14cb7602d9703bd1da8,Co-co-author,490.0,1
2006,Daniel A. Keim,Daniela Oelke,53e9b483b7602d9703f88170,Co-co-author,3.0,1
2006,Daniel A. Keim,Florian Mansmann,53e99bd5b7602d9702480a41,Co-co-author,101.0,1
2006,Daniel A. Keim,Florian Mansmann,53e9ac4eb7602d970361ae2a,Co-co-author,692.0,1
2006,Daniel A. Keim,George G. Robertson,53e9aa61b7602d97033d75bb,Co-co-author,15.0,1
2006,Daniel A. Keim,Hartmut Ziegler,53e9ac4eb7602d970361ae2a,Co-co-author,692.0,1
2006,Daniel A. Keim,Hartmut Ziegler,53e9b099b7602d9703b05256,Co-co-author,60.0,1
2006,Daniel A. Keim,Jarke J. van Wijk,53e9aa61b7602d97033d75bb,Co-co-author,15.0,1
2006,Daniel A. Keim,Jim J. Thomas,53e9aa61b7602d97033d75bb,Co-co-author,15.0,1
2006,Daniel A. Keim,Jorn Schneidewind,53e9ac4eb7602d970361ae2a,Co-co-author,692.0,1
2006,Daniel A. Keim,Jörn Schneidewind,53e99bd5b7602d9702480a41,Co-co-author,101.0,1
2006,Daniel A. Keim,Jörn Schneidewind,53e9b099b7602d9703b05256,Co-co-author,60.0,1
2006,Daniel A. Keim,Jörn Schneidewind,53e9bb8db7602d97047d654c,Co-co-author,28.0,1
2006,Daniel A. Keim,Klaus Neuhaus,53e9b483b7602d9703f88170,Co-co-author,3.0,1
2006,Daniel A. Keim,Mike Sips,53e9bb8db7602d97047d654c,Co-co-author,28.0,1
2006,Daniel A. Keim,Norman Schelwies,53e9b099b7602d9703b05256,Co-co-author,60.0,1
2006,Daniel A. Keim,Royal Truman,53e9b483b7602d9703f88170,Co-co-author,3.0,1
2006,Daniel A. Keim,Tilo Nietzschmann,53e9b099b7602d9703b05256,Co-co-author,60.0,1
2006,Daniel A. Keim,Tobias Schreck,53e99bd5b7602d9702480a41,Co-co-author,101.0,1
2006,Daniel A. Keim,Tobias Schreck,53e9b099b7602d9703b05256,Co-co-author,60.0,1
2006,Daniel Weiskopf,Andreas King,53e9986eb7602d97020aad97,Co-co-author,63.0,1
2006,Daniel Weiskopf,Corvin Zahn,53e9986eb7602d97020aad97,Co-co-author,63.0,1
2006,Daniel Weiskopf,Frank Grave,53e9986eb7602d97020aad97,Co-co-author,63.0,1
2006,Daniel Weiskopf,Hanns Ruder,53e9986eb7602d97020aad97,Co-co-author,63.0,1
2006,Daniel Weiskopf,Hans-Peter Nollert,53e9986eb7602d97020aad97,Co-co-author,63.0,1
2006,Daniel Weiskopf,Isabel Rica Mendez,53e9986eb7602d97020aad97,Co-co-author,63.0,1
2006,Daniel Weiskopf,Marc Borchers,53e9986eb7602d97020aad97,Co-co-author,63.0,1
2006,Daniel Weiskopf,Martin Falk,53e9986eb7602d97020aad97,Co-co-author,63.0,1
2006,Daniel Weiskopf,Michael Zatloukal,53e9986eb7602d97020aad97,Co-co-author,63.0,1
2006,Daniel Weiskopf,Oliver Fechtig,53e9986eb7602d97020aad97,Co-co-author,63.0,1
2006,Daniel Weiskopf,Regine Frank,53e9986eb7602d97020aad97,Co-co-author,63.0,1
2006,Daniel Weiskopf,Sonja Schär,53e9986eb7602d97020aad97,Co-co-author,63.0,1
2006,Daniel Weiskopf,Thomas Ertl,53e9986eb7602d97020aad97,Co-co-author,63.0,1
2006,Daniel Weiskopf,Thomas Müller,53e9986eb7602d97020aad97,Co-co-author,63.0,1
2006,Daniel Weiskopf,Tobias Schafhitzel,53e9986eb7602d97020aad97,Co-co-author,63.0,1
2006,Daniel Weiskopf,Ute Kraus,53e9986eb7602d97020aad97,Co-co-author,63.0,1
2006,Friedmann Rösler,Eduardo Tejada,53e9a310b7602d9702c1c2dd,Co-co-author,72.0,1
2006,Friedmann Rösler,Markus Knauff,53e9a310b7602d9702c1c2dd,Co-co-author,72.0,1
2006,Friedmann Rösler,Thomas Ertl,53e9a310b7602d9702c1c2dd,Co-co-author,72.0,1
2006,Friedmann Rösler,Thomas Fangmeier,53e9a310b7602d9702c1c2dd,Co-co-author,72.0,1
2006,Hyunmo Kang,Benjamin B. Bederson,53e9bac2b7602d97046f09a4,Co-co-author,7.0,1
2006,Hyunmo Kang,Benjamin B. Bederson,634d806890e50fcafd4e2be1,Co-co-author,113.0,1
2006,Hyunmo Kang,Bongshin Lee,53e9bac2b7602d97046f09a4,Co-co-author,7.0,1
2006,Hyunmo Kang,Bongshin Lee,634d806890e50fcafd4e2be1,Co-co-author,113.0,1
2006,Hyunmo Kang,Catherine Plaisant,53e9bac2b7602d97046f09a4,Co-co-author,7.0,1
2006,Hyunmo Kang,Catherine Plaisant,634d806890e50fcafd4e2be1,Co-co-author,113.0,1
2006,Jeffrey Heer,Maneesh Agrawala,53e9a237b7602d9702b3c598,Co-co-author,293.0,1
2006,Jeffrey Heer,Maneesh Agrawala,558acb1784ae84d265bfab20,Co-co-author,89.0,1
2006,Joachim E. Vollrath,Thomas Ertl,53e9a658b7602d9702f8ae5f,Co-co-author,20.0,1
2006,Joachim E. Vollrath,Thomas Ertl,635bcab990e50fcafd33d223,Co-co-author,20.0,1
2006,Joachim E. Vollrath,Tobias Schafhitzel,53e9a658b7602d9702f8ae5f,Co-co-author,20.0,1
2006,Joachim E. Vollrath,Tobias Schafhitzel,635bcab990e50fcafd33d223,Co-co-author,20.0,1
2006,Joao Paulo Gois,Antonio Castelo,53e9a806b7602d970314a951,Co-co-author,12.0,1
2006,Joao Paulo Gois,Eduardo Tejada,53e9a806b7602d970314a951,Co-co-author,12.0,1
2006,Joao Paulo Gois,Luis Gustavo Nonato,53e9a806b7602d970314a951,Co-co-author,12.0,1
2006,Joao Paulo Gois,Thomas Ertl,53e9a806b7602d970314a951,Co-co-author,12.0,1
2006,Joao Paulo Gois,Tiago Etiene,53e9a806b7602d970314a951,Co-co-author,12.0,1
2006,Jörn Schneidewind,Daniel A. Keim,53e9acd3b7602d97036b0b5a,Co-co-author,63.0,1
2006,Jörn Schneidewind,Mike Sips,53e9acd3b7602d97036b0b5a,Co-co-author,63.0,1
2006,Magnus Strengert,Min Chen,53e9b929b7602d9704512185,Co-co-author,27.0,1
2006,Magnus Strengert,Ralf P. Botchen,53e9b929b7602d9704512185,Co-co-author,27.0,1
2006,Magnus Strengert,Simon Stegmaier,53e9b929b7602d9704512185,Co-co-author,27.0,1
2006,Magnus Strengert,Thomas Ertl,53e9b929b7602d9704512185,Co-co-author,27.0,1
2006,Magnus Strengert,Thomas Klein,53e9b929b7602d9704512185,Co-co-author,27.0,1
2006,Mark Giereth,Achim Stäbler,53e9bc15b7602d970487ad52,Co-co-author,28.0,1
2006,Mark Giereth,Martin Rotard,53e9bc15b7602d970487ad52,Co-co-author,28.0,1
2006,Mark Giereth,Sören Brügmann,53e9bc15b7602d970487ad52,Co-co-author,28.0,1
2006,Mark Giereth,Thomas Ertl,53e9bc15b7602d970487ad52,Co-co-author,28.0,1
2006,Mike Sips,Daniel A. Keim,53e9be79b7602d9704b3e284,Co-co-author,18.0,1
2006,Mike Sips,Heidrun Schumann,53e9be79b7602d9704b3e284,Co-co-author,18.0,1
2006,Mike Sips,Jorn Schneidewind,53e9be79b7602d9704b3e284,Co-co-author,18.0,1
2006,Min Chen,Daniel Weiskopf,53e9b451b7602d9703f4f8d1,Co-co-author,64.0,1
2006,Min Chen,Ian M Thornton,53e9b451b7602d9703f4f8d1,Co-co-author,64.0,1
2006,Min Chen,Ralf P Botchen,53e9b451b7602d9703f4f8d1,Co-co-author,64.0,1
2006,Min Chen,Rudy R Hashim,53e9b451b7602d9703f4f8d1,Co-co-author,64.0,1
2006,Min Chen,Thomas Ertl,53e9b451b7602d9703f4f8d1,Co-co-author,64.0,1
2006,Ming C. Hao,Daniel A. Keim,53e9a3f4b7602d9702d0c11d,Co-co-author,47.0,1
2006,Ming C. Hao,Jörn Schneidewind,53e9a3f4b7602d9702d0c11d,Co-co-author,47.0,1
2006,Ming C. Hao,Umeshwar Dayal,53e9a3f4b7602d9702d0c11d,Co-co-author,47.0,1
2006,Nikolai A. Svakhine,David S. Ebert,635bcab990e50fcafd33d225,Co-co-author,4.0,1
2006,Nikolai A. Svakhine,Eduardo Tejada,635bcab990e50fcafd33d225,Co-co-author,4.0,1
2006,Nikolai A. Svakhine,Kelly P. Gaither,635bcab990e50fcafd33d225,Co-co-author,4.0,1
2006,Nikolai A. Svakhine,Thomas Ertl,635bcab990e50fcafd33d225,Co-co-author,4.0,1
2006,Pak Chung Wong,Daniel A. Keim,634e18bc90e50fcafd244878,Co-co-author,0.0,1
2006,Ralf P. Botchen,Daniel Weiskopf,53e9b5a8b7602d97040f0c49,Co-co-author,9.0,1
2006,Ralf P. Botchen,Min Chen,53e9b5a8b7602d97040f0c49,Co-co-author,9.0,1
2006,Ralf P. Botchen,Thomas Ertl,53e9b5a8b7602d97040f0c49,Co-co-author,9.0,1
2006,Sabine Iserhardt-bauer,Bernd Tomandl,53e9ba1db7602d97046274e7,Co-co-author,2.0,1
2006,Sabine Iserhardt-bauer,Peter Hastreiter,53e9ba1db7602d97046274e7,Co-co-author,2.0,1
2006,Sabine Iserhardt-bauer,Thomas Ertl,53e9ba1db7602d97046274e7,Co-co-author,2.0,1
2006,Tobias Schreck,Christian Panse,53e9bb73b7602d97047b9b72,Co-co-author,15.0,1
2006,Tobias Schreck,Daniel A. Keim,53e9bb73b7602d97047b9b72,Co-co-author,15.0,1
2006,Yun Jang,Andreas Lauser,53e99d51b7602d9702607ad1,Co-co-author,44.0,1
2006,Yun Jang,David S. Ebert,53e99d51b7602d9702607ad1,Co-co-author,44.0,1
2006,Yun Jang,Kelly P. Gaither,53e99d51b7602d9702607ad1,Co-co-author,44.0,1
2006,Yun Jang,Ralf P. Botchen,53e99d51b7602d9702607ad1,Co-co-author,44.0,1
2006,Yun Jang,Thomas Ertl,53e99d51b7602d9702607ad1,Co-co-author,44.0,1
2007,Andreas Kerren,Chris North,53e9a64ab7602d9702f77fb9,Co-co-author,1.0,1
2007,Andreas Kerren,Chris North,53e9b600b7602d9704153b18,Co-co-author,29.0,1
2007,Andreas Kerren,Jean-Daniel Fekete,53e9b600b7602d9704153b18,Co-co-author,29.0,1
2007,Andreas Kerren,Jean-daniel Fekete,53e9a64ab7602d9702f77fb9,Co-co-author,1.0,1
2007,Andreas Kerren,John T. Stasko,53e9a64ab7602d9702f77fb9,Co-co-author,1.0,1
2007,Andreas Kerren,John T. Stasko,53e9b600b7602d9704153b18,Co-co-author,29.0,1
2007,Benjamin Bustos,Andrada Tatu,53e9b4e0b7602d9704005984,Co-co-author,1.0,1
2007,Benjamin Bustos,Daniel A. Keim,53e9b4e0b7602d9704005984,Co-co-author,1.0,1
2007,Benjamin Bustos,Dietmar Saupe,53e9b4e0b7602d9704005984,Co-co-author,1.0,1
2007,Benjamin Bustos,Tobias Schreck,53e9b4e0b7602d9704005984,Co-co-author,1.0,1
2007,Bohyoung Kim,Bongshin Lee,53e99b86b7602d970242afc8,Co-co-author,51.0,1
2007,Bohyoung Kim,Jinwook Seo,53e99b86b7602d970242afc8,Co-co-author,51.0,1
2007,Bongshin Lee,Cynthia Sims Parr,53e99aa6b7602d970231e4ea,Co-co-author,68.0,1
2007,Bongshin Lee,George G. Robertson,53e99aa6b7602d970231e4ea,Co-co-author,68.0,1
2007,Bongshin Lee,Mary Czerwinski,53e99aa6b7602d970231e4ea,Co-co-author,68.0,1
2007,Christiane Taras,Martin Rotard,573698196e3b12023e6ecfd5,Co-co-author,2.0,1
2007,Christiane Taras,Thomas Ertl,573698196e3b12023e6ecfd5,Co-co-author,2.0,1
2007,Christoph Müller,Sebastian Grottel,53e9ba84b7602d97046a4076,Co-co-author,17.0,1
2007,Christoph Müller,Thomas Ertl,53e9ba84b7602d97046a4076,Co-co-author,17.0,1
2007,Cynthia Sims Parr,Benjamin B. Bederson,53e9a194b7602d9702a868c2,Co-co-author,8.0,1
2007,Cynthia Sims Parr,Bongshin Lee,53e9a194b7602d9702a868c2,Co-co-author,8.0,1
2007,Daniel A. Keim,Daniela Oelke,53e9b6afb7602d970422f729,Co-co-author,156.0,1
2007,Daniel A. Keim,Martha Lyons,558ae6cae4b037c08759d882,Co-co-author,22.0,1
2007,Daniel A. Keim,Ming C. Hao,558ae6cae4b037c08759d882,Co-co-author,22.0,1
2007,Daniel A. Keim,Umeshwar Dayal,558ae6cae4b037c08759d882,Co-co-author,22.0,1
2007,Daniel Weiskopf,Thomas Ertl,53e9a011b7602d97028f26a0,Co-co-author,52.0,1
2007,Daniel Weiskopf,Tobias Schafhitzel,53e9a011b7602d97028f26a0,Co-co-author,52.0,1
2007,David S. Ebert,Daniel A. Keim,53e9992ab7602d9702165f9a,Co-co-author,0.0,1
2007,David S. Ebert,Hans Hagen,53e9992ab7602d9702165f9a,Co-co-author,0.0,1
2007,David S. Ebert,Kenneth I. Joy,53e9992ab7602d9702165f9a,Co-co-author,0.0,1
2007,Desney S. Tan,Bongshin Lee,53e9b64fb7602d97041ab5f4,Co-co-author,27.0,1
2007,Desney S. Tan,George G. Robertson,53e9b64fb7602d97041ab5f4,Co-co-author,27.0,1
2007,Desney S. Tan,Greg Smith,53e9b64fb7602d97041ab5f4,Co-co-author,27.0,1
2007,Florian Mansmann,Brian Rexroad,53e9b4b0b7602d9703fc4ae6,Co-co-author,98.0,1
2007,Florian Mansmann,Daniel A. Keim,53e9b4b0b7602d9703fc4ae6,Co-co-author,98.0,1
2007,Florian Mansmann,Daniel A. Keim,5c786dfe4895d9cbc69cc5ee,Co-co-author,13.0,1
2007,Florian Mansmann,Daniel Sheleheda,53e9b4b0b7602d9703fc4ae6,Co-co-author,98.0,1
2007,Florian Mansmann,Fabian Fischer,5c786dfe4895d9cbc69cc5ee,Co-co-author,13.0,1
2007,Florian Mansmann,Stephen C. North,53e9b4b0b7602d9703fc4ae6,Co-co-author,98.0,1
